TS_LOAD;SYS_DESC;VEH_SER_NO;OPR_NAME
2017-03-06 05:11:54.801965;Paint Inspection;TPD286;PAINT
2017-03-06 05:36:09.000000;STVMS Tracking Top Station;SLP187;Top Station
2017-03-06 05:36:14.000000;STVMS Tracking Top Station;SGN329;Top Station
2017-03-06 05:40:50.327000;Assembly Line Tracker;SGN329;Pool 60 Start
2017-03-06 05:40:50.537000;Assembly Line Tracker;SLP187;Pool 60 Start
2017-03-06 06:36:20.203000;Cab call scan;TGJ401;A Line
2017-03-06 06:37:51.957000;Cab Conveyer;TFU306;Cab Upload 2
2017-03-06 06:37:51.957000;Cab Conveyor / Monorail;TFU306;Cab Upload
2017-03-06 06:40:00.250000;OMT Offline Tracking;EMV512;Enter Offline
2017-03-06 06:40:00.250000;OMT Offline Tracking;EMV512;Sold
2017-03-06 06:41:51.032556;Paint Inspection;KQN543;PAINT
2017-03-06 06:44:12.253000;Cab Conveyer;LNY482;Cab Upload 2
2017-03-06 06:44:12.253000;Cab Conveyor / Monorail;LNY482;Cab Upload
2017-03-06 06:45:42.000000;U-BOLT;QVS392;Front U-Bolt
2017-03-06 06:46:55.540000;Cab Call Scan;ULN810;B Line
2017-03-06 06:48:24.390000;OMT Offline Tracking;SVK948;Enter Offline
2017-03-06 06:51:41.000000;U-BOLT;HMX073;Front U-Bolt
2017-03-06 06:53:06.193000;Hood Conveyor;CXD285;Hood Upload
2017-03-06 06:53:14.217000;Cab Conveyer;KWT597;Cab Upload 2
2017-03-06 06:53:14.217000;Cab Conveyor / Monorail;KWT597;Cab Upload
2017-03-06 06:53:41.726312;Paint Inspection;XGW598;PAINT
2017-03-06 06:54:33.939846;Paint Inspection;YDL247;PAINT
2017-03-06 06:55:50.220000;Assembly Line Tracker;EQK798;Pool 13 Start
2017-03-06 06:56:00.477000;Cab call scan;OIF375;A Line
2017-03-06 06:56:39.143000;Hood Conveyor;BEM390;Hood Upload
2017-03-06 06:57:09.000000;U-BOLT;WDM529;Front U-Bolt
2017-03-06 06:57:34.000000;STVMS Tracking Chassis Start;DFZ024;Chassis Start
2017-03-06 06:59:37.777000;OMT Offline Tracking;XKG621;Enter Offline
2017-03-06 07:00:31.597000;Cab Conveyer;UJB305;Cab Upload 2
2017-03-06 07:00:31.597000;Cab Conveyor / Monorail;UJB305;Cab Upload
2017-03-06 07:00:50.547000;Assembly Line Tracker;GDU671;Pool 13 Start
2017-03-06 07:00:50.820000;Assembly Line Tracker;TGS974;Pool 13 Start
2017-03-06 07:01:27.307000;OMT Offline Tracking;RTW145;Enter Offline
2017-03-06 07:01:27.307000;OMT Offline Tracking;RTW145;Sold
2017-03-06 07:04:25.220000;Cab Call Scan;FNG604;B Line
2017-03-06 07:05:29.000000;U-BOLT;XSF309;Front U-Bolt
2017-03-06 07:05:50.240000;Assembly Line Tracker;ELI075;Pool 13 Start
2017-03-06 07:09:46.277000;Hood Conveyor;CVE258;Hood Upload
2017-03-06 07:10:05.240000;Cab call scan;NVM832;A Line
2017-03-06 07:10:06.000000;STVMS Tracking Chassis Start;EQK798;Chassis Start
2017-03-06 07:10:09.000000;STVMS Tracking Chassis Start;TGS974;Chassis Start
2017-03-06 07:10:11.000000;STVMS Tracking Chassis Start;GDU671;Chassis Start
2017-03-06 07:10:14.000000;STVMS Tracking Chassis Start;ELI075;Chassis Start
2017-03-06 07:11:14.837000;Cab Conveyer;TGJ401;Cab Upload 2
2017-03-06 07:11:14.837000;Cab Conveyor / Monorail;TGJ401;Cab Upload
2017-03-06 07:11:35.000000;U-BOLT;GMS924;Front U-Bolt
2017-03-06 07:13:03.367000;OMT Offline Tracking;KIM819;Enter Offline
2017-03-06 07:14:05.477000;OMT Offline Tracking;UFV140;Enter Offline
2017-03-06 07:15:03.257000;Cab Conveyer;ULN810;Cab Upload 2
2017-03-06 07:15:03.257000;Cab Conveyor / Monorail;ULN810;Cab Upload
2017-03-06 07:15:50.280000;Assembly Line Tracker;PEK163;Pool 13 Start
2017-03-06 07:17:28.207000;Hood Conveyor;RCF947;Hood Upload
2017-03-06 07:17:29.237000;Cab Call Scan;YKZ247;B Line
2017-03-06 07:17:34.000000;U-BOLT;ITO673;Front U-Bolt
2017-03-06 07:21:46.973000;Cab Conveyer;OIF375;Cab Upload 2
2017-03-06 07:21:46.973000;Cab Conveyor / Monorail;OIF375;Cab Upload
2017-03-06 07:22:17.130000;OMT Offline Tracking;YTG326;Enter Offline
2017-03-06 07:25:25.000000;U-BOLT;QME682;Front U-Bolt
2017-03-06 07:27:59.910000;OMT Offline Tracking;RZW691;Enter Offline
2017-03-06 07:28:26.890000;Cab Call Scan;JLD084;B Line
2017-03-06 07:33:15.450000;Cab call scan;MBF976;A Line
2017-03-06 07:33:35.967000;Cab Conveyer;FNG604;Cab Upload 2
2017-03-06 07:33:35.967000;Cab Conveyor / Monorail;FNG604;Cab Upload
2017-03-06 07:35:50.400000;Assembly Line Tracker;BEM390;Pool 13 Start
2017-03-06 07:35:50.763000;Assembly Line Tracker;CXD285;Pool 13 Start
2017-03-06 07:35:51.120000;Assembly Line Tracker;SYB619;Pool 13 Start
2017-03-06 07:37:19.227000;Cab Call Scan;JDY852;B Line
2017-03-06 07:40:28.937000;OMT Offline Tracking;FUR610;Enter Offline
2017-03-06 07:42:24.547000;OMT Offline Tracking;GYV645;Enter Offline
2017-03-06 07:42:39.163000;Cab Conveyer;YKZ247;Cab Upload 2
2017-03-06 07:42:39.163000;Cab Conveyor / Monorail;YKZ247;Cab Upload
2017-03-06 07:43:12.313000;Cab call scan;EGK921;A Line
2017-03-06 07:43:55.000000;STVMS Tracking Chassis Start;PEK163;Chassis Start
2017-03-06 07:44:03.000000;STVMS Tracking Chassis Start;SYB619;Chassis Start
2017-03-06 07:44:05.000000;STVMS Tracking Chassis Start;CXD285;Chassis Start
2017-03-06 07:44:08.000000;STVMS Tracking Chassis Start;BEM390;Chassis Start
2017-03-06 07:44:12.000000;STVMS Tracking Chassis Start;CVE258;Chassis Start
2017-03-06 07:45:25.483000;Hood Conveyor;ALP937;Hood Upload
2017-03-06 07:46:17.993000;Cab Conveyer;NVM832;Cab Upload 2
2017-03-06 07:46:17.993000;Cab Conveyor / Monorail;NVM832;Cab Upload
2017-03-06 07:47:05.000000;U-BOLT;SLP187;Front U-Bolt
2017-03-06 07:48:12.847000;Hood Conveyor;CSD174;Hood Upload
2017-03-06 07:50:50.383000;Assembly Line Tracker;ETO603;Pool 13 Start
2017-03-06 07:50:50.810000;Assembly Line Tracker;CVE258;Pool 13 Start
2017-03-06 07:51:45.000000;STVMS Tracking Chassis Start;ETO603;Chassis Start
2017-03-06 07:51:56.420000;Cab Conveyer;MBF976;Cab Upload 2
2017-03-06 07:51:56.420000;Cab Conveyor / Monorail;MBF976;Cab Upload
2017-03-06 07:53:55.387000;Cab call scan;XYI250;A Line
2017-03-06 07:54:29.201293;Paint Inspection;CNZ205;PAINT
2017-03-06 07:55:26.000000;U-BOLT;SGN329;Front U-Bolt
2017-03-06 07:55:56.671054;Paint Inspection;MQH836;PAINT
2017-03-06 07:58:19.347000;Hood Conveyor;TPD286;Hood Upload
2017-03-06 07:59:28.340000;Cab Conveyer;JLD084;Cab Upload 2
2017-03-06 07:59:28.340000;Cab Conveyor / Monorail;JLD084;Cab Upload
2017-03-06 07:59:31.057000;OMT Offline Tracking;WMR075;Enter Offline
2017-03-06 08:00:50.397000;Assembly Line Tracker;ALP937;Pool 13 Start
2017-03-06 08:00:50.833000;Assembly Line Tracker;RCF947;Pool 13 Start
2017-03-06 08:01:36.777000;OMT Offline Tracking;YKL520;Enter Offline
2017-03-06 08:02:34.283000;Cab Call Scan;BHK490;B Line
2017-03-06 08:03:53.067000;Hood Conveyor;JYI091;Hood Upload
2017-03-06 08:05:26.000000;U-BOLT;TCS146;Front U-Bolt
2017-03-06 08:07:38.917000;Cab Conveyer;EGK921;Cab Upload 2
2017-03-06 08:07:38.917000;Cab Conveyor / Monorail;EGK921;Cab Upload
2017-03-06 08:09:07.720924;Paint Inspection;HRY673;PAINT
2017-03-06 08:09:48.000000;U-BOLT;OQA530;Front U-Bolt
2017-03-06 08:10:02.770000;Cab call scan;UYZ958;A Line
2017-03-06 08:10:29.827000;Hood Conveyor;TQL981;Hood Upload
2017-03-06 08:13:57.793000;Cab Conveyer;JDY852;Cab Upload 2
2017-03-06 08:13:57.793000;Cab Conveyor / Monorail;JDY852;Cab Upload
2017-03-06 08:14:05.355232;Paint Inspection;MRI015;PAINT
2017-03-06 08:14:05.947000;OMT Offline Tracking;KHN863;Enter Offline
2017-03-06 08:14:52.617000;OMT Offline Tracking;QFB620;Enter Offline
2017-03-06 08:15:50.443000;Assembly Line Tracker;CSD174;Pool 13 Start
2017-03-06 08:16:34.000000;U-BOLT;DFZ024;Front U-Bolt
2017-03-06 08:17:36.510000;Cab Call Scan;TNY179;B Line
2017-03-06 08:17:56.530000;Hood Conveyor;KQN543;Hood Upload
2017-03-06 08:19:12.247000;Cab Conveyer;XYI250;Cab Upload 2
2017-03-06 08:19:12.247000;Cab Conveyor / Monorail;XYI250;Cab Upload
2017-03-06 08:21:03.047000;Hood Conveyor;XGW598;Hood Upload
2017-03-06 08:23:43.380000;Cab call scan;PYH561;A Line
2017-03-06 08:25:50.907000;Assembly Line Tracker;JYI091;Pool 13 Start
2017-03-06 08:25:51.056956;Paint Inspection;YGL283;PAINT
2017-03-06 08:25:51.427000;Assembly Line Tracker;TPD286;Pool 13 Start
2017-03-06 08:25:52.000000;U-BOLT;EQK798;Front U-Bolt
2017-03-06 08:26:46.733000;Cab Call Scan;EPB160;B Line
2017-03-06 08:27:36.487000;OMT Offline Tracking;QMF308;Enter Offline
2017-03-06 08:28:03.314604;Paint Inspection;AKC912;PAINT
2017-03-06 08:30:43.000000;STVMS Tracking Chassis Start;RCF947;Chassis Start
2017-03-06 08:30:46.000000;STVMS Tracking Chassis Start;ALP937;Chassis Start
2017-03-06 08:30:49.000000;STVMS Tracking Chassis Start;CSD174;Chassis Start
2017-03-06 08:30:52.180000;Assembly Line Tracker;TQL981;Pool 13 Start
2017-03-06 08:30:53.000000;STVMS Tracking Chassis Start;TPD286;Chassis Start
2017-03-06 08:30:58.000000;STVMS Tracking Chassis Start;JYI091;Chassis Start
2017-03-06 08:31:09.840000;Hood Conveyor;YDL247;Hood Upload
2017-03-06 08:31:21.000000;U-BOLT;TGS974;Front U-Bolt
2017-03-06 08:32:30.987000;Hood Conveyor;CNZ205;Hood Upload
2017-03-06 08:33:41.207000;Cab Conveyer;BHK490;Cab Upload 2
2017-03-06 08:33:41.207000;Cab Conveyor / Monorail;BHK490;Cab Upload
2017-03-06 08:36:42.383000;Cab Conveyer;UYZ958;Cab Upload 2
2017-03-06 08:36:42.383000;Cab Conveyor / Monorail;UYZ958;Cab Upload
2017-03-06 08:37:21.487000;Cab call scan;LWK693;A Line
2017-03-06 08:38:45.000000;U-BOLT;GDU671;Front U-Bolt
2017-03-06 08:40:02.173000;OMT Offline Tracking;PSZ241;Enter Offline
2017-03-06 08:40:02.173000;OMT Offline Tracking;PSZ241;Sold
2017-03-06 08:40:33.070000;Hood Conveyor;MQH836;Hood Upload
2017-03-06 08:42:21.253000;Cab Conveyer;TNY179;Cab Upload 2
2017-03-06 08:42:21.253000;Cab Conveyor / Monorail;TNY179;Cab Upload
2017-03-06 08:42:35.333000;Hood Conveyor;MRI015;Hood Upload
2017-03-06 08:42:57.703000;OMT Offline Tracking;BEC741;Enter Offline
2017-03-06 08:43:30.950000;Cab Call Scan;QVS392;B Line
2017-03-06 08:45:51.123000;Assembly Line Tracker;XGW598;Pool 13 Start
2017-03-06 08:45:51.720000;Assembly Line Tracker;KQN543;Pool 13 Start
2017-03-06 08:45:57.334688;Paint Inspection;IQS845;PAINT
2017-03-06 08:46:37.887000;Hood Conveyor;HRY673;Hood Upload
2017-03-06 08:47:37.000000;U-BOLT;ELI075;Front U-Bolt
2017-03-06 08:49:26.837000;Cab Conveyer;PYH561;Cab Upload 2
2017-03-06 08:49:26.837000;Cab Conveyor / Monorail;PYH561;Cab Upload
2017-03-06 08:49:29.000000;STVMS Tracking Chassis Start;TQL981;Chassis Start
2017-03-06 08:49:33.000000;STVMS Tracking Chassis Start;KQN543;Chassis Start
2017-03-06 08:49:35.000000;STVMS Tracking Chassis Start;XGW598;Chassis Start
2017-03-06 08:50:49.657000;Hood Conveyor;AKC912;Hood Upload
2017-03-06 08:51:12.873000;Cab call scan;HZD382;A Line
2017-03-06 08:52:50.000000;U-BOLT;PEK163;Front U-Bolt
2017-03-06 08:53:39.570000;Cab Call Scan;WDM529;B Line
2017-03-06 08:57:21.653000;OMT Offline Tracking;TJV623;Enter Offline
2017-03-06 08:58:16.210000;Cab Conveyer;EPB160;Cab Upload 2
2017-03-06 08:58:16.210000;Cab Conveyor / Monorail;EPB160;Cab Upload
2017-03-06 08:58:48.432031;Paint Inspection;DTP539;PAINT
2017-03-06 09:01:51.000000;U-BOLT;SYB619;Front U-Bolt
2017-03-06 09:04:48.029936;Paint Inspection;IBA235;PAINT
2017-03-06 09:05:50.760000;Assembly Line Tracker;CNZ205;Pool 13 Start
2017-03-06 09:05:51.433000;Assembly Line Tracker;YDL247;Pool 13 Start
2017-03-06 09:06:13.617000;Cab call scan;XSF309;A Line
2017-03-06 09:08:18.000000;U-BOLT;CXD285;Front U-Bolt
2017-03-06 09:08:27.887000;Cab Conveyer;LWK693;Cab Upload 2
2017-03-06 09:08:27.887000;Cab Conveyor / Monorail;LWK693;Cab Upload
2017-03-06 09:09:27.911331;Paint Inspection;ZYA587;PAINT
2017-03-06 09:10:50.720000;Assembly Line Tracker;MQH836;Pool 13 Start
2017-03-06 09:12:05.680000;OMT Offline Tracking;DWK315;Enter Offline
2017-03-06 09:13:30.000000;STVMS Tracking Chassis Start;YDL247;Chassis Start
2017-03-06 09:13:34.000000;STVMS Tracking Chassis Start;CNZ205;Chassis Start
2017-03-06 09:13:37.000000;STVMS Tracking Chassis Start;MQH836;Chassis Start
2017-03-06 09:14:04.527000;Hood Conveyor;DTP539;Hood Upload
2017-03-06 09:14:41.254939;Paint Inspection;MBP046;PAINT
2017-03-06 09:15:10.977000;OMT Offline Tracking;NGC871;Enter Offline
2017-03-06 09:15:29.717000;Cab Call Scan;GMS924;B Line
2017-03-06 09:15:52.000000;U-BOLT;BEM390;Front U-Bolt
2017-03-06 09:15:53.920000;Assembly Line Tracker;MRI015;Pool 13 Start
2017-03-06 09:16:06.817000;Hood Conveyor;IQS845;Hood Upload
2017-03-06 09:17:22.937000;Cab Conveyer;QVS392;Cab Upload 2
2017-03-06 09:17:22.937000;Cab Conveyor / Monorail;QVS392;Cab Upload
2017-03-06 09:20:32.373000;Hood Conveyor;ZYA587;Hood Upload
2017-03-06 09:20:33.000000;STVMS Tracking Chassis Start;MRI015;Chassis Start
2017-03-06 09:20:48.450093;Paint Inspection;BRL042;PAINT
2017-03-06 09:21:57.650000;Cab call scan;ITO673;A Line
2017-03-06 09:24:55.097000;Hood Conveyor;IBA235;Hood Upload
2017-03-06 09:25:45.590000;Cab Conveyer;WDM529;Cab Upload 2
2017-03-06 09:25:45.590000;Cab Conveyor / Monorail;WDM529;Cab Upload
2017-03-06 09:28:27.592236;Paint Inspection;FHL057;PAINT
2017-03-06 09:29:10.770000;OMT Offline Tracking;LNY482;Enter Offline
2017-03-06 09:31:13.000000;U-BOLT;ETO603;Front U-Bolt
2017-03-06 09:34:01.977000;Cab Call Scan;QME682;B Line
2017-03-06 09:34:54.990000;Cab Conveyer;HZD382;Cab Upload 2
2017-03-06 09:34:54.990000;Cab Conveyor / Monorail;HZD382;Cab Upload
2017-03-06 09:35:52.067000;Hood Conveyor;MBP046;Hood Upload
2017-03-06 09:35:52.147000;Assembly Line Tracker;AKC912;Pool 13 Start
2017-03-06 09:35:52.803000;Assembly Line Tracker;HRY673;Pool 13 Start
2017-03-06 09:36:02.288351;Paint Inspection;LMN504;PAINT
2017-03-06 09:36:47.290000;Cab in white conveyer;PMG926;CIW upload
2017-03-06 09:37:13.677000;Cab call scan;YPV702;A Line
2017-03-06 09:39:17.000000;U-BOLT;RCF947;Front U-Bolt
2017-03-06 09:40:52.620000;Cab Conveyer;XSF309;Cab Upload 2
2017-03-06 09:40:52.620000;Cab Conveyor / Monorail;XSF309;Cab Upload
2017-03-06 09:41:45.243000;Cab in white conveyer;GOB710;CIW upload
2017-03-06 09:41:56.457421;Paint Inspection;TPG078;PAINT
2017-03-06 09:43:24.783000;Hood Conveyor;FHL057;Hood Upload
2017-03-06 09:43:27.717000;OMT Offline Tracking;UJB305;Enter Offline
2017-03-06 09:43:42.390000;OMT Offline Tracking;KWT597;Enter Offline
2017-03-06 09:44:31.000000;U-BOLT;ALP937;Front U-Bolt
2017-03-06 09:47:07.160000;Cab Call Scan;FTO836;B Line
2017-03-06 09:47:34.783000;Hood Conveyor;BRL042;Hood Upload
2017-03-06 09:47:45.634459;Paint Inspection;XPR275;PAINT
2017-03-06 09:47:47.830000;Cab in white conveyer;QDR380;CIW upload
2017-03-06 09:49:08.443000;Cab Conveyer;GMS924;Cab Upload 2
2017-03-06 09:49:08.443000;Cab Conveyor / Monorail;GMS924;Cab Upload
2017-03-06 09:49:16.467000;OMT Offline Tracking;TFU306;Enter Offline
2017-03-06 09:50:51.543000;Assembly Line Tracker;DTP539;Pool 13 Start
2017-03-06 09:51:29.373000;OMT Offline Tracking;CQO892;Enter Offline
2017-03-06 09:51:56.423000;Cab call scan;SGN329;A Line
2017-03-06 09:53:30.543000;OMT Offline Tracking;TGJ401;Enter Offline
2017-03-06 09:53:55.260000;Cab in white conveyer;CSW718;CIW upload
2017-03-06 09:54:10.644927;Paint Inspection;GYI954;PAINT
2017-03-06 09:54:18.000000;U-BOLT;CSD174;Front U-Bolt
2017-03-06 09:55:00.793000;OMT Offline Tracking;ULN810;Enter Offline
2017-03-06 09:55:04.000000;STVMS Tracking Chassis Start;HRY673;Chassis Start
2017-03-06 09:55:07.000000;STVMS Tracking Chassis Start;AKC912;Chassis Start
2017-03-06 09:55:10.000000;STVMS Tracking Chassis Start;DTP539;Chassis Start
2017-03-06 09:55:17.000000;STVMS Tracking Chassis Start;IQS845;Chassis Start
2017-03-06 09:55:21.000000;STVMS Tracking Chassis Start;ZYA587;Chassis Start
2017-03-06 09:55:23.840000;Cab Conveyer;ITO673;Cab Upload 2
2017-03-06 09:55:23.840000;Cab Conveyor / Monorail;ITO673;Cab Upload
2017-03-06 09:58:19.663000;Hood Conveyor;LMN504;Hood Upload
2017-03-06 09:59:21.733000;Cab Call Scan;SLP187;B Line
2017-03-06 09:59:22.223000;Cab Conveyor / Monorail;QME682;Cab Upload
2017-03-06 09:59:22.223000;Cab Conveyer;QME682;Cab Upload 2
2017-03-06 09:59:26.000000;U-BOLT;TPD286;Front U-Bolt
2017-03-06 10:00:02.820000;Hood Conveyor;TPG078;Hood Upload
2017-03-06 10:00:05.672003;Paint Inspection;EUL768;PAINT
2017-03-06 10:00:12.257000;Cab in white conveyer;ZPW452;CIW upload
2017-03-06 10:01:56.953000;OMT Offline Tracking;OIF375;Enter Offline
2017-03-06 10:01:56.953000;OMT Offline Tracking;OIF375;Sold
2017-03-06 10:06:39.903000;Cab Conveyer;FTO836;Cab Upload 2
2017-03-06 10:06:39.903000;Cab Conveyor / Monorail;FTO836;Cab Upload
2017-03-06 10:07:10.907000;Cab call scan;OQA530;A Line
2017-03-06 10:07:30.553000;Cab in white conveyer;MHU637;CIW upload
2017-03-06 10:08:10.351510;Paint Inspection;YTP390;PAINT
2017-03-06 10:08:37.090000;Hood Conveyor;XPR275;Hood Upload
2017-03-06 10:08:56.590000;OMT Offline Tracking;FNG604;Enter Offline
2017-03-06 10:10:53.000000;STVMS Tracking Chassis Start;IBA235;Chassis Start
2017-03-06 10:10:56.000000;STVMS Tracking Chassis Start;MBP046;Chassis Start
2017-03-06 10:10:57.817000;Hood Conveyor;EUL768;Hood Upload
2017-03-06 10:11:35.000000;U-BOLT;JYI091;Front U-Bolt
2017-03-06 10:11:44.373000;Cab Conveyer;YPV702;Cab Upload 2
2017-03-06 10:11:44.373000;Cab Conveyor / Monorail;YPV702;Cab Upload
2017-03-06 10:12:00.417000;Cab in white conveyer;USH564;CIW upload
2017-03-06 10:14:40.650412;Paint Inspection;SOU593;PAINT
2017-03-06 10:15:01.000000;U-BOLT;TQL981;Front U-Bolt
2017-03-06 10:16:02.363000;Hood Conveyor;GYI954;Hood Upload
2017-03-06 10:17:39.877000;Cab in white conveyer;LZA034;CIW upload
2017-03-06 10:20:23.213008;Paint Inspection;EJO928;PAINT
2017-03-06 10:21:23.617000;Cab in white conveyer;OXE951;CIW upload
2017-03-06 10:21:49.417000;OMT Offline Tracking;NVM832;Enter Offline
2017-03-06 10:21:50.000000;U-BOLT;KQN543;Front U-Bolt
2017-03-06 10:22:15.710000;Hood Conveyor;YTP390;Hood Upload
2017-03-06 10:22:58.690000;Cab call scan;EQK798;A Line
2017-03-06 10:23:35.827000;Cab Conveyer;SLP187;Cab Upload 2
2017-03-06 10:23:35.827000;Cab Conveyor / Monorail;SLP187;Cab Upload
2017-03-06 10:24:51.000000;STVMS Tracking Chassis Start;FHL057;Chassis Start
2017-03-06 10:24:54.000000;STVMS Tracking Chassis Start;BRL042;Chassis Start
2017-03-06 10:25:53.050000;Assembly Line Tracker;BRL042;Pool 13 Start
2017-03-06 10:25:53.890000;Assembly Line Tracker;FHL057;Pool 13 Start
2017-03-06 10:25:54.783000;Assembly Line Tracker;MBP046;Pool 13 Start
2017-03-06 10:25:55.607000;Assembly Line Tracker;IBA235;Pool 13 Start
2017-03-06 10:25:56.457000;Assembly Line Tracker;ZYA587;Pool 13 Start
2017-03-06 10:25:57.270000;Assembly Line Tracker;IQS845;Pool 13 Start
2017-03-06 10:26:26.987000;Cab in white conveyer;DZO637;CIW upload
2017-03-06 10:28:42.000000;U-BOLT;XGW598;Front U-Bolt
2017-03-06 10:29:04.537150;Paint Inspection;IXM739;PAINT
2017-03-06 10:30:01.787000;OMT Offline Tracking;YKZ247;Enter Offline
2017-03-06 10:30:50.903000;Assembly Line Tracker;LMN504;Pool 13 Start
2017-03-06 10:31:21.110000;Cab Call Scan;DFZ024;B Line
2017-03-06 10:31:41.177000;Cab Conveyer;SGN329;Cab Upload 2
2017-03-06 10:31:41.177000;Cab Conveyor / Monorail;SGN329;Cab Upload
2017-03-06 10:32:32.000000;STVMS Tracking Chassis Start;LMN504;Chassis Start
2017-03-06 10:33:55.200000;Cab in white conveyer;CJQ075;CIW upload
2017-03-06 10:33:59.277000;Hood Conveyor;WXK853;Hood Upload
2017-03-06 10:34:45.383735;Paint Inspection;HMJ710;PAINT
2017-03-06 10:35:47.000000;U-BOLT;YDL247;Front U-Bolt
2017-03-06 10:37:51.930000;Cab Conveyer;OQA530;Cab Upload 2
2017-03-06 10:37:51.930000;Cab Conveyor / Monorail;OQA530;Cab Upload
2017-03-06 10:38:15.950000;Cab call scan;GDU671;A Line
2017-03-06 10:38:35.427000;OMT Offline Tracking;MBF976;Enter Offline
2017-03-06 10:39:27.057000;Cab Call Scan;TGS974;B Line
2017-03-06 10:41:32.110000;Cab in white conveyer;LOF143;CIW upload
2017-03-06 10:41:42.842411;Paint Inspection;MVW427;PAINT
2017-03-06 10:44:06.000000;STVMS Tracking Chassis Start;TPG078;Chassis Start
2017-03-06 10:45:00.453000;Hood Conveyor;SOU593;Hood Upload
2017-03-06 10:45:42.000000;U-BOLT;CNZ205;Front U-Bolt
2017-03-06 10:45:51.073000;Assembly Line Tracker;EUL768;Pool 13 Start
2017-03-06 10:45:51.947000;Assembly Line Tracker;XPR275;Pool 13 Start
2017-03-06 10:45:52.707000;OMT Offline Tracking;EGK921;Enter Offline
2017-03-06 10:45:53.173000;Assembly Line Tracker;TPG078;Pool 13 Start
2017-03-06 10:46:13.470000;Cab in white conveyer;CJQ075;CIW upload
2017-03-06 10:46:25.530000;Cab in white conveyer;LOF143;CIW upload
2017-03-06 10:49:39.920000;Cab call scan;PEK163;A Line
2017-03-06 10:52:49.000000;U-BOLT;MQH836;Front U-Bolt
2017-03-06 10:53:31.330000;OMT Offline Tracking;XYI250;Enter Offline
2017-03-06 10:55:50.860000;Assembly Line Tracker;YTP390;Pool 13 Start
2017-03-06 10:55:51.647000;Assembly Line Tracker;GYI954;Pool 13 Start
2017-03-06 10:57:13.000000;STVMS Tracking Chassis Start;XPR275;Chassis Start
2017-03-06 10:58:06.087000;Cab Call Scan;ELI075;B Line
2017-03-06 11:01:21.000000;U-BOLT;MRI015;Front U-Bolt
2017-03-06 11:16:16.177000;Cab Conveyer;EQK798;Cab Upload 2
2017-03-06 11:16:16.177000;Cab Conveyor / Monorail;EQK798;Cab Upload
2017-03-06 11:16:44.230000;Cab in white conveyer;RQJ940;CIW upload
2017-03-06 11:21:39.376573;Paint Inspection;AMZ845;PAINT
2017-03-06 11:22:56.630000;Hood Conveyor;IXM739;Hood Upload
2017-03-06 11:23:12.430000;Cab in white conveyer;JCM567;CIW upload
2017-03-06 11:27:05.693000;Cab Conveyer;DFZ024;Cab Upload 2
2017-03-06 11:27:05.693000;Cab Conveyor / Monorail;DFZ024;Cab Upload
2017-03-06 11:28:20.823000;Cab Conveyer;GDU671;Cab Upload 2
2017-03-06 11:28:20.823000;Cab Conveyor / Monorail;GDU671;Cab Upload
2017-03-06 11:29:27.967000;Cab in white conveyer;GFM783;CIW upload
2017-03-06 11:30:08.957000;Hood Conveyor;EJO928;Hood Upload
2017-03-06 11:30:49.982102;Paint Inspection;HQD748;PAINT
2017-03-06 11:34:14.647000;Cab Conveyer;TGS974;Cab Upload 2
2017-03-06 11:34:14.647000;Cab Conveyor / Monorail;TGS974;Cab Upload
2017-03-06 11:34:42.250000;Cab in white conveyer;EUZ386;CIW upload
2017-03-06 11:35:42.193000;OMT Offline Tracking;JDY852;Enter Offline
2017-03-06 11:36:06.017000;Hood Conveyor;HMJ710;Hood Upload
2017-03-06 11:37:41.923000;Cab call scan;CXD285;A Line
2017-03-06 11:38:41.245523;Paint Inspection;VQD376;PAINT
2017-03-06 11:40:14.940000;Cab in white conveyer;TMZ629;CIW upload
2017-03-06 11:40:19.000000;U-BOLT;HRY673;Front U-Bolt
2017-03-06 11:42:23.237000;OMT Offline Tracking;UYZ958;Enter Offline
2017-03-06 11:43:48.317892;Paint Inspection;ZHB578;PAINT
2017-03-06 11:44:32.000000;STVMS Tracking Chassis Start;EUL768;Chassis Start
2017-03-06 11:44:36.000000;STVMS Tracking Chassis Start;GYI954;Chassis Start
2017-03-06 11:44:40.000000;STVMS Tracking Chassis Start;YTP390;Chassis Start
2017-03-06 11:46:00.000000;U-BOLT;AKC912;Front U-Bolt
2017-03-06 11:46:28.790000;Cab Call Scan;SYB619;B Line
2017-03-06 11:46:50.333000;Hood Conveyor;MVW427;Hood Upload
2017-03-06 11:47:52.970000;OMT Offline Tracking;BHK490;Enter Offline
2017-03-06 11:50:00.000000;STVMS Tracking Chassis Start;WXK853;Chassis Start
2017-03-06 11:50:25.870000;Cab call scan;CVE258;A Line
2017-03-06 11:53:45.723721;Paint Inspection;QJP284;PAINT
2017-03-06 11:53:55.000000;U-BOLT;DTP539;Front U-Bolt
2017-03-06 11:54:06.457000;Cab in white conveyer;SNI285;CIW upload
2017-03-06 11:54:53.937000;Cab Conveyer;PEK163;Cab Upload 2
2017-03-06 11:54:53.937000;Cab Conveyor / Monorail;PEK163;Cab Upload
2017-03-06 11:57:39.563000;OMT Offline Tracking;PYH561;Enter Offline
2017-03-06 11:58:42.203000;Hood Conveyor;AMZ845;Hood Upload
2017-03-06 11:59:21.187000;Cab Conveyer;ELI075;Cab Upload 2
